,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
11254,bubar dewan wakil rakyat manfaat hambat maju tega hukum negara republik indonesia,1,0,0,1,0,0,0,0,1,0,0,1
11255,tubuh partai adil sejahtera  obat gerogot partai adil sejahtera xf0 x9f x98 xaa xf0 x9f x98 xaa uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
11256,nyata presiden diktator ulang ulang kelompok te entu phone lihat ciri ciri negara asai diktator korea utara googling sila banding indonesia masuk akal,1,0,1,0,0,0,0,0,1,1,0,0
11257,maklum  anti islam uniform resource locator,1,0,1,0,1,0,0,0,0,1,0,0
11258,fuck teroris buddha myanmar,1,1,0,1,1,1,0,0,0,0,1,0
11259,astagfirullah jahat ,0,0,0,0,0,0,0,0,0,0,0,0
11260,xe2 x80 x9cyang agama  hawa nafsu xe2 x80 x9d asy syifa,0,0,0,0,0,0,0,0,0,0,0,0
11261,ramos pandang idola ku anggap   kmk,1,1,1,0,0,0,0,0,1,1,0,0
11262,pagelaran budaya minangkabau 2018 event spektakuler,0,0,0,0,0,0,0,0,0,0,0,0
11263,semenjak  begoin ustaz felix nih orang  nya jilat tokai,1,1,1,0,0,0,0,0,1,1,0,0
11264,nabi muhammad orang dagang nabi catat sejarah syam suku badui kena sarung makkah madinah pakai  zaman,0,0,0,0,0,0,0,0,0,0,0,0
11265,hoaks colek,0,0,0,0,0,0,0,0,0,0,0,0
11266,iya citra unggah unggah dihhh personal nya salty in jiun mulu ,1,1,1,0,0,0,0,0,1,1,0,0
11267,gue dengar dengar katolik bagus ayah gue percaya sekolah negeri bagus pasrah,0,0,0,0,0,0,0,0,0,0,0,0
11268,contact person suka hubung kayak  kaca hubung dewasa hmmm,0,0,0,0,0,0,0,0,0,0,0,0
11269,islam  anna puasa syawal lebaran suro raya  sepe i laut selatan gunung kawi,1,1,0,1,1,0,0,0,0,0,1,0
11270, ndro pelepasa xc3 xb1 saham proklamasi merdeka saking pintar rangkai keblinger nih  ,1,1,0,1,0,0,1,0,0,0,1,0
11271,biaya uang negara hasil nama ,1,0,1,0,0,0,0,0,1,1,0,0
11272,bentar partai  indonesia indonesia bubar partai demokrasi indonesia juang,1,0,0,1,0,1,0,0,0,0,0,1
11273,harap bukti islam damai buka sepe i,1,0,0,1,1,0,0,0,0,0,1,0
11274,serah nih  rusak n2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
11275,i just sadar admin gerindra   sengaja susup biar gerindra lihat  media sosial,1,1,0,1,0,0,0,0,1,0,1,0
11276,cina contoh iring tingkat beras sintetis jagung sintetis produk ber label halal solusi masyarakat cina te ipu pasar isi malaysia,0,0,0,0,0,0,0,0,0,0,0,0
11277,kelola perkara sistem tiket masuk bromo tengger meru biadab  pantek jembat,1,1,0,1,0,0,1,0,0,0,1,0
11278,6 enam  manusia masyarakat,0,0,0,0,0,0,0,0,0,0,0,0
11279,cape ,0,1,0,0,0,0,0,0,0,0,0,0
11280,enak tug  iya,0,1,0,0,0,0,0,0,0,0,0,0
11281,  mt gue balas sok suci cih,1,1,1,0,0,0,0,0,1,1,0,0
11282,bantu cari judul film xf0 x9f x98 x85 film 4 orang pejal kaki 4000km film 2000an pokok lakon cewek mati gurun pasir n4 orang kabur hindar negara negara  negara,0,0,0,0,0,0,0,0,0,0,0,0
11283,tarik baca berita sedih 9 kandidat 1 calon hambat 2 calon hambat 20 partai keadilan sejahtera,0,0,0,0,0,0,0,0,0,0,0,0
11284,harga minyak dunia west texas intermediate 71 henti 81 asumsi perintah 48 direksi pe amina ganti kali kali perintah jokowi kasihan usaha main politikus ,1,1,0,1,0,0,0,0,1,0,1,0
11285,he kader situ bicara mulu mentwit mulu faedah uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
11286,buddha bunuh myanmar,1,0,0,1,1,0,0,0,0,0,1,0
11287,eksorsisme usir  agama katolik kristen,0,0,0,0,0,0,0,0,0,0,0,0
11288,doa anak yatim ulama janji allah semoga juara afc liga amin,0,0,0,0,0,0,0,0,0,0,0,0
11289,suka anies kasih kuliah bagus dukung anies dosen prof rektor hebat beliau gubernur,0,0,0,0,0,0,0,0,0,0,0,0
11291, gembala itik istilah alami geser makna beres lambat kayak bajing kendara cikar mas,1,1,1,0,0,0,0,0,1,1,0,0
11292,bom ya gue nge i nalar orang bom sih sasar kacau banget sasar ya lepas justifikasi ya kait sasar,0,0,0,0,0,0,0,0,0,0,0,0
11293,negara daulat sektor sektor ekonomi asai negara makmur rakyat negara  peduli bangun indonesia freeport,0,0,0,0,0,0,0,0,0,0,0,0
11294,sih cantik jago emut alias sepong  tetek lihat bikin   kayak xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0
11295,iya  mata orang gue cantik,1,1,1,0,0,0,1,0,0,1,0,0
11297,usir cina negeri kecuali cina patriotik kayak gue,1,0,0,1,0,1,0,0,0,0,0,1
11298,r fi ban motor bocor nih pulang nf pakai anti kerut anti bocor charm body fit chaaaaarrrmmmm malam romantis ,0,1,0,0,0,0,0,0,0,0,0,0
11299,lini gue tiket ribu tiket full booked ,0,0,0,0,0,0,0,0,0,0,0,0
11300,aduh pura pura cape deh,0,1,0,0,0,0,0,0,0,0,0,0
11301,anyway mandangkan malam orang back up golong elite kutuk orang suara out the ke tidak adilan from the ric xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0
11302,efek ,0,0,0,0,0,0,0,0,0,0,0,0
11304,eh boca agama tau atur tuhan   otak penuh  sepe i ,1,1,1,0,0,0,0,0,1,1,0,0
11305,pintu antre tampung 2 000 tonton awas tugas aman rab kedanim,0,0,0,0,0,0,0,0,0,0,0,0
11306, a ian it leaves scar on but can still heal from it ganggu relas orang masuk pasang please see a psikolog konsultasi terapi ya,0,0,0,0,0,0,0,0,0,0,0,0
11307,indonesia lihat orang  culture shock anggap tuhan anggap agama batas bebas masyarakat,0,0,0,0,0,0,0,0,0,0,0,0
11308,hebat rusak bangsa uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
11309,malas bau ,1,1,1,0,0,0,0,0,1,1,0,0
11310,tenaga kerja wanita tkl tenaga kerja indonesia mbak negara tuju kayak arab keluarga majikan jalan jalan amerika ajak mbak hehe xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81,0,0,0,0,0,0,0,0,0,0,0,0
11312,cepat pilih presiden nih biar tenang negara gaduh 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
11313,cocok pawang kuda lihat kuda kuda sentuh,1,0,1,0,0,0,0,0,1,1,0,0
11314,tangkal paham radikal edar masyarakat butuh dukung elemen kecuali suluh agama suluh agama harap peran halau kembang paham radikal,0,0,0,0,0,0,0,0,0,0,0,0
11315,organisasi masyarakat bubar atur perintah ganti undang undang yayasan lembaga bantu hukum indonesia anggap jokowi pimpin otoriter,1,0,1,0,0,0,0,0,1,1,0,0
11316,dalang demo kemarin kelompok anti jokowi manfaat isu partai  indonesia raih simpati umat islam serang perintah lagu bang,1,0,0,1,0,0,0,0,1,0,1,0
11317, bilang umpat kasar  salah hewan piara lucu gemas nek ra  we pelihara,0,0,0,0,0,0,0,0,0,0,0,0
11318,sok bicara ekonomi bos tunggak gaji karyawan angkut kader acara bayar ca eran angkut kota sih bayar listrik tunggak beres ekonomi ekonom,0,0,0,0,0,0,0,0,0,0,0,0
11320,bioskop duduk 2 bocah poni lempar tegur ancam tengkar panggil secure xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0
11321,stalk borang 6 pandai stop ,1,1,1,0,0,0,0,0,1,1,0,0
11322,sekolah katolik gue ketemu teman smpnya katolik bagus minder habis,0,0,0,0,0,0,0,0,0,0,0,0
11323,agama bangsa agama bangun manusia sadar bangsa sembah menyembah allah subhanahu wa taala,1,0,0,1,1,0,0,0,0,0,1,0
11324,googling fakta pakai wig perempuan yahudi meni muslimah pakai hijab tutup aurat,0,0,0,0,0,0,0,0,0,0,0,0
11325,bilang ,0,1,0,0,0,0,0,0,0,0,0,0
11326, orang tua ulama ya kenal agama,0,0,0,0,0,0,0,0,0,0,0,0
11327,lelaki melayu nih cik cik pakai seksi zina mata tengok  xe2 x80 x9celok zina xe2 x80 x9d sungguh golong  tombol pintu,0,1,0,0,0,0,0,0,0,0,0,0
11328,ledak bom rusak bahan dunia coret tinta pena hancur adab manusia,0,0,0,0,0,0,0,0,0,0,0,0
11329,susilo bambang yudhoyono butuh jelek jelek pimpin kaum bobrok koruptor,1,1,0,1,0,0,0,0,1,0,1,0
11330,thailand tuntut ilmu tinggal gereja kristen bantu bantu sekolah anak pintar bawa medali sekolah,0,0,0,0,0,0,0,0,0,0,0,0
11331,oh hadiah pulsa iya ya ku menang,0,0,0,0,0,0,0,0,0,0,0,0
11332,wah pilih presiden,0,0,0,0,0,0,0,0,0,0,0,0
11333,presiden nya prabowo  ,1,1,1,0,0,0,0,0,1,1,0,0
11334,demokrasi pimpin guided demokrasi xc2 xadcy ciri ciri demokrasi pimpin dominasi politik presiden kembang pengaruh  peran tentara abri panggung politik nasional,0,0,0,0,0,0,0,0,0,0,0,0
11335,anak anak papua anak kandung pe iwi hak perhati hak kepala tegak tatap terima kasih presiden gue pilih gendong anak anak papua gendong gendo,0,0,0,0,0,0,0,0,0,0,0,0
11336,beda layout ,1,1,1,0,0,0,1,0,0,1,0,0
11337,jawa luas mas mbak om tante jabar banten jawa diy jawa timur jawa barat banten mayoritas anti partai demokrasi indonesia maksud jawa pro partai demokrasi indonesia tomo jawa timur anti ,0,0,0,0,0,0,0,0,0,0,0,0
11338,lit as fuck xf0 x9f x94 xa5  entot xf0 x9f x8d x91 xf0 x9f x92 xa8,0,1,0,0,0,0,0,0,0,0,0,0
11339,xe2 x80 x9cya allah ampun dosa hilang panas hati lepas syaitan kutuk xe2 x80 x9d,0,0,0,0,0,0,0,0,0,0,0,0
11340,info irak syiah sadis koalisi  menang pilih irak tutup negara xe2 x80 x94 khawatir,0,0,0,0,0,0,0,0,0,0,0,0
11341,gaji pulahan ratus juta aset buka jual utang proyek kerja tenaga kerja  hasil bumi pilih impo gara xe2 x80 x9d badut akrobat mulu xe2 x80 x99 hasil,1,1,1,0,0,0,0,0,1,1,0,0
11342,bang lambang telur  xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad,0,0,0,0,0,0,0,0,0,0,0,0
11343,ayo ,0,1,0,0,0,0,0,0,0,0,0,0
11344,bilang ustaz bual ,1,1,1,0,0,0,0,0,1,1,0,0
11345,bantai buddha teroris rohingya manusia,1,0,0,1,1,0,0,0,0,0,1,0
11346,hb bajing go to hell erd lil lil mati tua susah orang,1,1,1,0,0,0,0,0,1,1,0,0
11347,indonesia lawyers club prabowo serang indonesia lawyers club sukses undang orang  ahok kalah lupa potong kuping      xf0 x9f x98 x81,1,1,1,0,0,0,1,0,0,1,0,0
11348,tomohon international flower festival tomohon rupa pusat ajar agama kristen katolik khusus doa meditasi bukit kasih buah suci indah tenang tomohon international flower festival,0,0,0,0,0,0,0,0,0,0,0,0
11349,ai  harga orang,1,1,0,1,0,0,0,0,1,0,1,0
11350,abu gosok janda  presiden malu malu jokowi,1,1,1,0,0,0,0,0,1,1,0,0
11351,kamu qs 2 208 kisah orang orang yahudi sp abdullah ibnu salam asad ibnu ubaid sa lebah xc2 xa0dll masuk islam izin bakti sabtu baca taurat malam kaab bin a,0,0,0,0,0,0,0,0,0,0,0,0
11352,mama islam papa kristen kristen islam hehe selesai perkara,0,0,0,0,0,0,0,0,0,0,0,0
11353,ah serah lot bolot,1,1,1,0,0,0,1,0,0,1,0,0
11354,berangan,0,0,0,0,0,0,0,0,0,0,0,0
11355,demokrat buru buru serius masuk medan perang menang kirim pasukan mental logistik amunisi medan perang atur strategi emosional peran,0,0,0,0,0,0,0,0,0,0,0,0
11356,kuli cina nya usir tenaga kerja indonesia anggur uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
11357,xe2 x99 xa1 xe3 x80 x80hinata sontak kejut sergap untung ajar bahasa  menge i a i sosok temu xe3 x80 x80 xe3 x80 x80 ah selamat malam nama hyu,0,0,0,0,0,0,0,0,0,0,0,0
11358,nusantara peperangan islam hindu amp buddha sunan giri kenal pusaka puyeng perang lawan majapahit,0,0,0,0,0,0,0,0,0,0,0,0
11359,gue tonton brodus cina kali ya ganteng banget ya allah cipta mu,0,0,0,0,0,0,0,0,0,0,0,0
11360,duta kwang il kuat budaya bangun hubung indonesia korea,0,0,0,0,0,0,0,0,0,0,0,0
11361,jahat  kisah silam hidup orang dosa orang dosa ranah selagi nama manusia lepas laku silap dosa orang dosa liku liku hidup,0,0,0,0,0,0,0,0,0,0,0,0
11362,micin camil kang   banget,1,1,1,0,0,0,0,0,1,1,0,0
11363,  kayak kelontang lantung andal sebar hoaks fitnah nasi bungkus  lihat muka malu malu  wkwk wkwk wkwk,1,1,1,0,0,0,0,0,1,1,0,0
11364,nyata ai maling 2019 ganti presiden,1,1,0,1,0,0,0,0,1,0,1,0
11365,zaman soegija konsep 100 katolik 100 indonesia xf0 x9f x87 xae xf0 x9f x87 xa9,0,0,0,0,0,0,0,0,0,0,0,0
11366,wkwk   nasib buruk tertawa ,0,1,0,0,0,0,0,0,0,0,0,0
11368,sasaeng sasaeng your eyes  a,1,1,1,0,0,0,1,0,0,1,0,0
11369,om otoriter,1,0,1,0,0,0,0,0,1,1,0,0
11370,1 kemarin presiden tinjau bandara ajati bandara internasional jawa barat jawa barat insyaallah laku lembut opening mei bandara layan terbang domestik internasional angkut haji,0,0,0,0,0,0,0,0,0,0,0,0
11371,orang hindu marah,0,0,0,0,0,0,0,0,0,0,0,0
11372,pasukan  212 pimpin  buron nikmat hasil bahagia nikmat uang haram,1,1,0,1,1,0,0,0,0,0,1,0
11373,lebuk can bai tau haiz can zaman sekolah dating butah beran ,0,0,0,0,0,0,0,0,0,0,0,0
11374,allah ancam orang orang  laki laki perempuan orang orang  neraka jahanam kekal 9 68,0,0,0,0,0,0,0,0,0,0,0,0
11375,hamdalah selesai fitur ,0,1,0,0,0,0,0,0,0,0,0,0
11376,niaga kaum india 100 atus pilih pimpin jaga kembang ekonomi negara politik bagus ekonomi negara bagus,0,0,0,0,0,0,0,0,0,0,0,0
11377,lagu bagus video musik abal sponsor tonton weh bagus b xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0
11378,ahok ahok basuki  ,1,1,1,0,0,0,0,0,1,1,0,0
11379,wajar shoot polisi hati hati coba bawa bom lihat aparat lihat te eror elegan,0,0,0,0,0,0,0,0,0,0,0,0
11380,besok bubar tentara nasional indonesia,1,0,0,1,0,0,0,0,1,0,0,1
11381,kartu tanda duduk katolik pergi gereja tata agama kartu tanda duduk sepe i masjid wihara bahasa sanseke a vihara kunjung lantun doa,0,0,0,0,0,0,0,0,0,0,0,0
11382,kursi republik indonesia 1 kursi calon wakil presiden ramai rebut bincang siasat rebut istana live 20 00 indonesia barat,0,0,0,0,0,0,0,0,0,0,0,0
11383,jawa timur anti berita hoaks pilih kepala daerah aman damai,0,0,0,0,0,0,0,0,0,0,0,0
11384,  pintar hadehhh,1,1,0,1,0,0,0,0,1,0,1,0
11385,emosi pe a dasar  xf0 x9f x98 x82,1,1,1,0,0,0,0,0,1,1,0,0
11386,komunisme paham fasisme negara  potensi bangsa fasis sepe i cina uni soviet bangsa bangsa non rusia non slavia bunuh,0,0,0,0,0,0,0,0,0,0,0,0
11387,gue  gue galau twit anak ngejb tau gue cerita direct message,0,0,0,0,0,0,0,0,0,0,0,0
11388, indonesia islam  amerika kristen ujung ujung islam lawan buddha lawan kristen lawan hindu senang kah,1,0,1,0,1,0,0,0,0,1,0,0
11389, masuk surga xf0 x9f x98 xac xf0 x9f x98 xac,0,0,0,0,0,0,0,0,0,0,0,0
11390,harap ,1,1,1,0,0,0,0,0,1,1,0,0
11391,polisi pp lindung masyarakat tingkat kesiapsiagaan libat dukung lancar laksana pilih kepala daerah 2018,0,0,0,0,0,0,0,0,0,0,0,0
11392,palsu lihat banget dasar  noraaa,1,1,1,0,0,0,0,0,1,1,0,0
11393,he bajing kloning akun gue ,1,1,1,0,0,0,0,0,1,1,0,0
11395,bubar dewan wakil rakyat kerja santai antuk gaji wakil wakil rakyat becus susah rakyat,1,0,0,1,0,0,0,0,1,0,0,1
11396,kritik prabowo perintah jokowi produktif blunder simpati dukung,1,0,1,0,0,0,0,0,1,1,0,0
11397,survei median 46 37 persen ganti presiden 45 22 persen jokowi 2 periode,0,0,0,0,0,0,0,0,0,0,0,0
11398,umat islam objek derita negeri manfaat suara pilih buka mata pikir hati mari pilih wakil rakyat perintah daerah presiden menge i peduli syariat islam,0,0,0,0,0,0,0,0,0,0,0,0
11399,tolong orang orang istana jokowi bentar pilih jokowi packing prabowo 10,1,0,1,0,0,0,0,0,1,1,0,0
11400,prabowo berani maklum tong kosong nyaring bunyi,1,0,1,0,0,0,0,0,1,1,0,0
11401,sih tebar benci sara kampanye anis sandi ya ya ya habis pikir,1,0,1,0,0,0,0,0,1,1,0,0
11402,gagal fokus takut kaos,0,0,0,0,0,0,0,0,0,0,0,0
11403,tahta pikun prabowo,1,0,1,0,0,0,0,0,1,1,0,0
11404,agenda budaya april 2018,0,0,0,0,0,0,0,0,0,0,0,0
11405,sssst ribuuut bikin  lihat 2019 rida allah subhanahu wa taala pimpin negara cinta titik,0,1,0,0,0,0,0,0,0,0,0,0
11406,bubar komisi berantas korupsi komisi berantas korupsi rusak nalar demokrasi,1,0,0,1,0,0,0,0,1,0,0,1
11407,bukti masuk investor cina buruh cina indonesia bukti,1,0,0,1,0,1,0,0,0,0,1,0
11408,tuju langkah  jokowi haha,1,0,1,0,0,0,0,0,1,0,0,1
11409,wkwk nih orang dukung yahudi pikir negara israel wkwk,1,0,1,0,1,0,0,0,0,1,0,0
11410,pengaruh komunisme situ eks  ya komitmen rendah,0,0,0,0,0,0,0,0,0,0,0,0
11411, isi lini isi mutual,0,0,0,0,0,0,0,0,0,0,0,0
11412,bagus reklamasi gagal batal ahok jokowi  enak,1,0,1,0,0,0,0,0,1,0,0,1
11413,keris letak ajak perang hati hati sebentar pecat,1,0,1,0,0,0,0,0,1,1,0,0
11414,data curang bro klik linknya biar tau jokowi curang bukti curang mesti prabowo bocor menang sidang gugat bro saksi dagel umbar lucu lucu bilang curang fahri,1,1,1,0,0,0,0,0,1,1,0,0
11415,edannnn vatikan blokir situs umat katolik,0,0,0,0,0,0,0,0,0,0,0,0
11416,malu nama peci dasar ,1,1,1,0,0,0,0,1,0,1,0,0
11417,tulis tulis gombal hoaks sepe i profesor marcus mietzner banjir media internasional utama australia hongkong spore eropa as jaring santa maria erat hubung csis kasebul kelompok katolik ultra kanan i,0,0,0,0,0,0,0,0,0,0,0,0
11418,suara  kolam xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81,1,1,1,0,0,0,0,0,1,1,0,0
11419,nih gerindra bikin jebak batman prabowo suruh tonton bareng film gerak 30 september,1,0,0,1,0,0,0,0,1,0,1,0
11420,telur burung  tonton orang makan gede banget ,0,0,0,0,0,0,0,0,0,0,0,0
11421,waspada lini susup kader partai  indonesia  cina ,1,0,0,1,0,1,0,0,0,0,1,0
11422,kayak teman sih johny kadut suka ambil gambar nyinyir tau xf0 x9f x98 x82  kunyah hoaks xf0 x9f x98 x9d,0,0,0,0,0,0,0,0,0,0,0,0
11423,stigma partai  indonesia     ya dewan wakil rakyat teriak gantung bunuh usir warga negara indonesia etnis cina,1,1,0,1,0,1,0,0,0,0,0,1
11424,omong mu rusak dasar ,1,1,1,0,0,0,0,1,0,1,0,0
11425,astagfirullah elok tuduh orang ,0,0,0,0,0,0,0,0,0,0,0,0
11426,kuat makan isu sara gerindra sanggup terima nyata wajar isu sara hilang gerindra cipta mamah isu sara politik ,1,1,0,1,0,0,0,0,1,0,1,0
11427,tau susah actress cina nama mingmukedaisi kurban bingung wkwk,0,0,0,0,0,0,0,0,0,0,0,0
11428,partai demokrasi indonesia p ,1,0,0,1,0,1,0,0,0,0,1,0
11429,adem lihat gubernur wakil gubernur kerja nyata harga negara,0,0,0,0,0,0,0,0,0,0,0,0
11430,manuver pecah,0,0,0,0,0,0,0,0,0,0,0,0
11431,kadang nak chani tengok  layan jelus wuu xf0 x9f x98 x82,0,0,0,0,0,0,0,0,0,0,0,0
11432,masya allah bupati orasi demo sukmawati rela pecat jabat pecat bela agama islam agama islam leceh bupati labuh batu hadap ribu umat islam gelar aksi bela islam 6 4,0,0,0,0,0,0,0,0,0,0,0,0
11433,ya om gede  doang xf0 x9f x98 x8c nya kualitas xf0 x9f x98 xaa,1,1,0,1,0,0,0,0,1,0,1,0
11434, belaga sok pintar  nya lihat wkwk,1,1,1,0,0,0,0,0,1,1,0,0
11435,bubar panitia khusus bubar dewan wakil rakyat,1,0,0,1,0,0,0,0,1,0,0,1
11436,sepe i isu anti islam   tuju ya jokowi ya min,0,0,0,0,0,0,0,0,0,0,0,0
11437,al fatihah amin,0,0,0,0,0,0,0,0,0,0,0,0
11438,segenap warga keluarga pocanan tolak berita hoaks sukses pilih kepala daerah damai wilayah kota,0,0,0,0,0,0,0,0,0,0,0,0
11439,sumpah  banget alamat gue ganti ,0,1,0,0,0,0,0,0,0,0,0,0
11440,gereja kristen jawa gereja kristen malu agam ajar yesus juru selamat gimmick seru pekan budaya gereja gereja nyanyi lagu ibadah baha,0,0,0,0,0,0,0,0,0,0,0,0
11441,lawan partai adil sejahtera konsisten lawan investasi cina grup lippo donatur anies sandi meika a partai adil sejahtera,1,0,0,1,0,1,0,0,0,0,1,0
11442,saran  ,1,1,0,1,0,0,0,0,1,0,1,0
11443, internal umat muslim non muslim domba domba sesat internal umat kristen non kristen radikal,0,0,0,0,0,0,0,0,0,0,0,0
11444,beban hidup tingkat  sumbu pendek teriak teriak kopar  job demo laku,1,1,0,1,0,0,0,0,1,0,1,0
11445,perintah israel golong yahudi radikal beda rakyat damai,0,0,0,0,0,0,0,0,0,0,0,0
11446,prabowo gagas indonesia hutang iya soemitro,1,0,1,0,0,0,0,0,1,1,0,0
11447,cinta hasil tikung kutuk,0,1,0,0,0,0,0,0,0,0,0,0
11449,kitab suci islam umat agama agama,0,0,0,0,0,0,0,0,0,0,0,0
11450,biar gubernur daerah khusus ibu kota selesai tugas full hasil kerja krs beliau salam 5 5 sabar selesai jabat amanah rakyat susah payah anies muda jalan jaga insya,0,0,0,0,0,0,0,0,0,0,0,0
11451,ulama purwaka a bupati dedi mulyadi raja syirik,1,1,1,0,1,0,0,0,0,1,0,0
11452,insya allah ganjar pranowo rida allah subhanahu wa taala amp warga jawa prediksi ganjar gubernur jawa,0,0,0,0,0,0,0,0,0,0,0,0
11453,bangkit ekonomi umat fiksi realita fakta pe umbuhan ekonomi nusa tenggara barat ntb minus 4 18 amanah amp wenang gubernur manfaat revolusi daerah gantung eksploitasi sda,0,0,0,0,0,0,0,0,0,0,0,0
11454,open bo surabaya online sempak akun tipu tipu  bajing kamu,1,1,1,0,0,0,0,0,1,1,0,0
11455,khofifah rupa menteri prestasi kabinet kerja presiden jokowi bagus baris gus sholatu,0,0,0,0,0,0,0,0,0,0,0,0
11456,bari gubernur presiden,0,0,0,0,0,0,0,0,0,0,0,0
11457,setarbak yahudi dol kena boikot,0,0,0,0,0,0,0,0,0,0,0,0
11458,cinta  hati buka pintu,0,0,0,0,0,0,0,0,0,0,0,0
11459,pasang hasanah doa restu laga kontestasi pilih gubernur jabar 2018,0,0,0,0,0,0,0,0,0,0,0,0
11460,risau server partai  indonesia solid state drive 24 7 heavy around more tahan a solid state drive worn out jangka north sumatra offshore laptop jangkau korang pakai pape tindak bo,0,0,0,0,0,0,0,0,0,0,0,0
11461, kompetensi bicara kanker uniform resource locator,1,1,1,0,0,0,1,0,0,1,0,0
11462,beliau warga katolik mas kirim nomor ya,0,0,0,0,0,0,0,0,0,0,0,0
11463,dorong klarifikasi 25 nabi islam,1,0,0,1,1,0,0,0,0,0,1,0
11464,syiah musuh yahudi politik,0,0,0,0,0,0,0,0,0,0,0,0
11465,asa anak tinggal bom,0,0,0,0,0,0,0,0,0,0,0,0
11466,insya allah tipu tampang kayak jokowi,1,0,1,0,0,0,0,0,1,1,0,0
11467, lagu mantaaapppp uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
11468,sifat budaya 1 universal 2 stabil amp dinamis 3 ubah ubah 4 bantu manusia penuh butuh 5 proses ajar,0,0,0,0,0,0,0,0,0,0,0,0
11469,ridwan kamil kembang pesantren usaha rindu jawa barat juara 1 rindu jawa barat juara jawa barat juara rindu jawa barat juara nomor 1 pilih gubernur jawa barat 2018 ridwan kamil,0,0,0,0,0,0,0,0,0,0,0,0
11470,deh buzzer  plus akun pengkhianat bangsa gerak cipta situasi kondusif aparat wenang pantau gerak akun akun,0,0,0,0,0,0,0,0,0,0,0,0
11471,beda paham impor garam menteri dagang eka impor amp menteri laut fadel impor menteri ekonomi ekonomi survei jawa timur jawa jabar tim es ih dir impor menteri dagang menteri laut menteri industri amp ketua tim data sekretariat dewan timbang presiden hasil,0,0,0,0,0,0,0,0,0,0,0,0
11472,,1,1,1,0,0,0,0,0,1,1,0,0
11473, bau menyan ya,0,0,0,0,0,0,0,0,0,0,0,0
11474,arema fc sadar berat tekan main kandang baya surabaya singa  mental main,0,0,0,0,0,0,0,0,0,0,0,0
11475,park woojin anak kalem kalem keren tau kayak ,1,1,1,0,0,0,0,0,1,1,0,0
11476,main cina hehe,0,0,0,0,0,0,0,0,0,0,0,0
11477,2019 ganti presiden solo,1,0,1,0,0,0,0,0,1,1,0,0
11478,pe emuan presiden jokowi ulama jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
11480,ngeri salut anak muda bahasa akhirat mulu sesal seru youth   ,0,1,0,0,0,0,0,0,0,0,0,0
11481, foto shoot,0,1,0,0,0,0,0,0,0,0,0,0
11482,iya suap makan video    mending makan doang bikin lapar mulut video  xf0 x9f x98 x91 xf0 x9f x98 x91,1,1,1,0,0,0,0,0,1,1,0,0
11483,gubernur presiden anies presiden 2019,0,0,0,0,0,0,0,0,0,0,0,0
11484,a inya ulama a tafsir ulama b tafsir gue orang gue anggap paham guru aji teman gue gue tafsir ambil enak iya in,0,0,0,0,0,0,0,0,0,0,0,0
11485,pro perintah langsung cap   pro  melek mata rien,1,1,1,0,0,1,0,0,0,1,0,0
11486,wkwk  ,0,1,0,0,0,0,0,0,0,0,0,0
11487,praktik pannage ternak ekor  bayar tuan tanah did kamu know,0,0,0,0,0,0,0,0,0,0,0,0
11488,    kapitalis liberalis  wahyudi,1,0,0,1,1,0,0,0,0,0,1,0
11489,sayang hujung malam orang  terkadang diam diam rindu,0,0,0,0,0,0,0,0,0,0,0,0
11490,sungguh cerdas brilian  nih menteri,1,1,1,0,0,0,0,0,1,1,0,0
11491,bangun pulau c djarot oktober anies sandi kuasa balai kota,1,0,1,0,0,0,0,0,1,1,0,0
11492,teman gue taman mini indonesia indah teriak teriak culi pas cowok ganteng   n2pm wkwk,0,0,0,0,0,0,0,0,0,0,0,0
11493, nya nyata sih blekok banget bini cere gue putus tau istri gue jalan laki gue iseng gue posting  laki gue xf0 x9f x99 x88 istri sih ble,1,1,1,0,0,0,0,0,1,1,0,0
11494,tum bahas timpang ekonomi hehe,0,0,0,0,0,0,0,0,0,0,0,0
11495,kayak akun  ah rusuh akun mentwit   cari pakai keywords swafoto ah,0,1,0,0,0,0,0,0,0,0,0,0
11497,sinis  eon he he,0,1,0,0,0,0,0,0,0,0,0,0
11498,ketua dewan wakil rakyat budaya identik pe unjuk seni bicara politik,0,0,0,0,0,0,0,0,0,0,0,0
